User Input,Service Category,hindi_input,hindi_output
I have a dispute with a supplier over contract terms.,Arbitrator,,
I'm involved in a securities fraud investigation.,Advocate,,
I want to draft a shareholders' agreement for my corporation.,Document Writer,,
I need help with franchise disclosure document compliance.,Advocate,,
I have a dispute with a contractor over subcontractor agreements.,Arbitrator,,
I'm facing a product liability case as a consumer.,Advocate,,
I want to draft an employee stock option plan.,Document Writer,,
I need assistance with international business expansion contracts.,Advocate,,
I have a dispute with a business partner over profit sharing.,Arbitrator,,
I'm facing a software patent infringement investigation.,Advocate,,
I need help with international trade dispute resolution.,Arbitrator,,
I want to create a software development and consulting agreement.,Document Writer,,
I'm dealing with a contract dispute related to software implementation.,Arbitrator,,
I need assistance with international import and export contracts.,Advocate,,
I have a dispute with a business competitor over pricing strategies.,Advocate,,
I'm facing a product liability case as a manufacturer.,Advocate,,
I want to draft an employee non-disclosure agreement.,Document Writer,,
I need assistance with international commercial real estate contracts.,Advocate,,
I have a dispute with a business competitor over antitrust violations.,Advocate,,
I'm facing a wrongful termination lawsuit as an employee.,Advocate,,
I need help with a software development agreement.,Document Writer,,
I have a dispute with a co-founder over equity dilution.,Arbitrator,,
I want to create a software development contract for a project.,Document Writer,,
I'm facing a contract dispute related to franchise fees.,Arbitrator,,
I need assistance with international intellectual property enforcement.,Advocate,,
I have a dispute with a contractor over subcontractor agreements.,Arbitrator,,
I'm involved in a product liability case as a consumer.,Advocate,,
I want to draft an employee stock option plan.,Document Writer,,
I need help with international business expansion contracts.,Advocate,,
I have a dispute with a business partner over profit sharing.,Arbitrator,,
I'm facing a software patent infringement investigation.,Advocate,,
I need assistance with international trade dispute resolution.,Arbitrator,,
I want to create a software development and consulting agreement.,Document Writer,,
I'm dealing with a contract dispute related to software implementation.,Arbitrator,,
I need assistance with international import and export contracts.,Advocate,,
I have a dispute with a business competitor over pricing strategies.,Advocate,,
I'm facing a product liability case as a manufacturer.,Advocate,,
I want to draft an employee non-disclosure agreement.,Document Writer,,
I need help with international commercial real estate contracts.,Advocate,,
I have a dispute with a business competitor over antitrust violations.,Advocate,,
I'm facing a wrongful termination lawsuit as an employee.,Advocate,,
I need assistance with a software development agreement.,Document Writer,,
I have a dispute with a co-founder over equity dilution.,Arbitrator,,
I want to create a software development contract for a project.,Document Writer,,
I'm facing a contract dispute related to franchise fees.,Arbitrator,,
I need assistance with international intellectual property enforcement.,Advocate,,
I have a dispute with a supplier over contract terms.,Arbitrator,,
I'm involved in a securities fraud investigation.,Advocate,,
I want to draft a shareholders' agreement for my corporation.,Document Writer,,
I need help with franchise disclosure document compliance.,Advocate,,
I have a dispute with a contractor over subcontractor agreements.,Arbitrator,,
I'm facing a product liability case as a consumer.,Advocate,,
I want to draft an employee stock option plan.,Document Writer,,
I need assistance with international business expansion contracts.,Advocate,,
I have a dispute with a business partner over profit sharing.,Arbitrator,,
I'm facing a software patent infringement investigation.,Advocate,,
I need help with international trade dispute resolution.,Arbitrator,,
I want to create a software development and consulting agreement.,Document Writer,,
I'm dealing with a contract dispute related to software implementation.,Arbitrator,,
I need assistance with international import and export contracts.,Advocate,,
I have a dispute with a business competitor over pricing strategies.,Advocate,,
I'm facing a product liability case as a manufacturer.,Advocate,,
I want to draft an employee non-disclosure agreement.,Document Writer,,
I need help with international commercial real estate contracts.,Advocate,,
I have a dispute with a business competitor over antitrust violations.,Advocate,,
I'm facing a wrongful termination lawsuit as an employee.,Advocate,,
I need assistance with a software development agreement.,Document Writer,,
